country,installs,RP1,RP2,RP3,RP4,RP5,RP6,RP7,RP8,RP9,RP10
US,113547,0.09563608021347841,0.27944287387603345,0.6576824574845707,1.4127813152263196,2.463599654767677,3.671405497281219,5.013573586265316,6.482434762693277,7.871514879295817,9.279006490697864
UK,112569,0.08115591326208699,0.2115953770576336,0.526387193632325,1.1471228313303434,2.0086685499555723,2.9599648215748386,3.991430855739674,5.096898080285465,6.219093622574159,7.367505174599097
AU,84765,0.05300737332625448,0.16309313985725,0.37657877661772904,0.8156325134194264,1.4354572052146644,2.1519346428358785,2.9170997463567554,3.7235545331194917,4.494274287734558,5.274667256529993
KZ,28309,0.027104807658341883,0.0630248330919496,0.15231693101133767,0.3591416157405719,0.6799335900243763,0.9684771627398102,1.2945028082942274,1.6832996573527619,2.0751266381715125,2.44192235684756
NZ,84472,0.05508428828487497,0.1414408324651932,0.3370529879723632,0.7579364759920074,1.2857446254382183,1.942953523060914,2.640079316222579,3.382533975754121,4.113250899704626,4.917366346242498
CA,84391,0.07340214003862908,0.20712232347051068,0.4715825147231382,0.9623081845220871,1.6751176073279994,2.5451070611790434,3.4032675285267513,4.396449384411092,5.386043298453284,6.329606593116626
TH,28332,0.01967316108993366,0.0693300861216999,0.1593907948609329,0.34650712974727693,0.5556490893689019,0.8603723704645222,1.204656925031826,1.5652265988987715,1.9472225751799486,2.2763571226880024
BY,28353,0.014619969668112734,0.03818819877967061,0.10433745988078814,0.2241071491552893,0.4076365816668367,0.6010295206856351,0.8065030155539324,1.0215871336367073,1.2447938489754726,1.526168306704769
RU,28296,0.032022193949674885,0.09607859768165072,0.22548734803505507,0.5000053011026216,0.8611354961832304,1.3106297709924035,1.7741069409103307,2.245142776364022,2.7194444444444867,3.2223713599097956
